"Unique Key","Created Date","Closed Date","Agency","Agency Name","Complaint Type","Descriptor","Location Type","Incident Zip","Incident Address","Street Name","Cross Street 1","Cross Street 2","Intersection Street 1","Intersection Street 2","Address Type","City","Landmark","Facility Type","Status","Due Date","Resolution Description","Resolution Action Updated Date","Community Board","BBL","Borough","X Coordinate (State Plane)","Y Coordinate (State Plane)","Open Data Channel Type","Park Facility Name","Park Borough","Vehicle Type","Taxi Company Borough","Taxi Pick Up Location","Bridge Highway Name","Bridge Highway Direction","Road Ramp","Bridge Highway Segment","Latitude","Longitude","Location"
"62184203","08/20/2024 01:03:17 PM","08/20/2024 02:33:58 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10029","1590 LEXINGTON AVENUE","LEXINGTON AVENUE","PARK AVENUE","LEXINGTON AVENUE","PARK AVENUE","LEXINGTON AVENUE","ADDRESS","NEW YORK","LEXINGTON AVENUE",,"Closed",,"The owner or manager of the property was sent an advisory to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","08/20/2024 02:33:58 PM","11 MANHATTAN","1016290014","MANHATTAN","998,448","226,814","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.78921676609","-73.94872697588","(40.78921676609118, -73.94872697587901)"
"62165236","08/19/2024 08:39:30 AM","08/19/2024 11:00:53 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11219","920 48 STREET","48 STREET","9 AVENUE","10 AVENUE","9 AVENUE","10 AVENUE","ADDRESS","BROOKLYN","48 STREET",,"Closed",,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","08/19/2024 11:00:53 AM","12 BROOKLYN","3056310014","BROOKLYN","984,332","172,631","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.64050882705","-73.99970453459","(40.6405088270536, -73.9997045345937)"
"62150485","08/17/2024 06:00:11 PM","08/19/2024 09:58:46 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10005","88 WALL STREET","WALL STREET","PEARL STREET","WATER STREET","PEARL STREET","WATER STREET","ADDRESS","NEW YORK","WALL STREET",,"Closed",,"The owner or manager of the property was sent an advisory to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","08/19/2024 09:58:46 AM","01 MANHATTAN","1000390001","MANHATTAN","982,161","196,231","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.70528528077","-74.00753447558","(40.70528528076531, -74.00753447557926)"
"62153930","08/17/2024 02:11:01 PM","08/18/2024 05:07:35 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10005","88 WALL STREET","WALL STREET","PEARL STREET","WATER STREET","PEARL STREET","WATER STREET","ADDRESS","NEW YORK","WALL STREET",,"Closed",,"The NYC Health Department (DOHMH) found a service request already exists for the same location. This request has been closed. DOHMH is addressing the original request.","08/18/2024 05:07:35 PM","01 MANHATTAN","1000390001","MANHATTAN","982,161","196,231","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.70528528077","-74.00753447558","(40.70528528076531, -74.00753447557926)"
"62152295","08/17/2024 01:53:35 PM","08/19/2024 09:34:01 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Loft Building","Loft Building - Common Areas","11228","688 85 STREET","85 STREET","DYKER PLACE","7 AVENUE","DYKER PLACE","7 AVENUE","ADDRESS","BROOKLYN","85 STREET",,"Closed",,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","08/19/2024 09:34:01 AM","10 BROOKLYN","3060370044","BROOKLYN","978,270","165,032","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.61964915847","-74.02154062167","(40.61964915847338, -74.0215406216746)"
"62140837","08/17/2024 12:04:57 AM","08/19/2024 09:07:22 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Loft Building","Loft Building - Common Areas","11211","281 UNION AVENUE","UNION AVENUE","SCHOLES STREET","STAGG STREET","SCHOLES STREET","STAGG STREET","ADDRESS","BROOKLYN","UNION AVENUE",,"Closed",,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","08/19/2024 09:07:22 AM","01 BROOKLYN","3024260001","BROOKLYN","997,902","197,481","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.70870595008","-73.95075828421","(40.70870595008267, -73.95075828420575)"
"62145042","08/16/2024 05:10:22 PM","08/19/2024 08:45:04 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11218","717 CONEY ISLAND AVENUE","CONEY ISLAND AVENUE","AVENUE C","CORTELYOU ROAD","AVENUE C","CORTELYOU ROAD","ADDRESS","BROOKLYN","CONEY ISLAND AVENUE",,"Closed",,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","08/19/2024 08:45:04 AM","14 BROOKLYN","3051410130","BROOKLYN","992,848","172,499","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.64014234246","-73.96901954068","(40.64014234245958, -73.96901954068434)"
"62129928","08/15/2024 10:25:45 AM","08/15/2024 01:24:25 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10457","4487 3 AVENUE","3 AVENUE","EAST 182 STREET","EAST 183 STREET","EAST  182 STREET","EAST  183 STREET","ADDRESS","BRONX","3 AVENUE",,"Closed",,"The owner or manager of the property was sent an advisory to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","08/15/2024 01:24:25 PM","06 BRONX","2030510045","BRONX","1,014,199","250,153","ONLINE","Unspecified","BRONX",,,,,,,,"40.85323633467","-73.89174150538","(40.85323633466582, -73.89174150537504)"
"62121663","08/14/2024 08:26:02 AM","08/14/2024 10:47:12 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10457","4487 3 AVENUE","3 AVENUE","EAST 182 STREET","EAST 183 STREET","EAST  182 STREET","EAST  183 STREET","ADDRESS","BRONX","3 AVENUE",,"Closed",,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","08/14/2024 10:47:12 AM","06 BRONX","2030510045","BRONX","1,014,199","250,153","PHONE","Unspecified","BRONX",,,,,,,,"40.85323633467","-73.89174150538","(40.85323633466582, -73.89174150537504)"
"62066130","08/09/2024 12:13:30 PM","08/09/2024 01:12:32 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10453","2058 JEROME AVENUE","JEROME AVENUE","EAST BURNSIDE AVENUE","EAST 181 STREET","EAST BURNSIDE AVENUE","EAST  181 STREET","ADDRESS","BRONX","JEROME AVENUE",,"Closed",,"The NYC Health Department (DOHMH) found a service request already exists for the same location. This request has been closed. DOHMH is addressing the original request.","08/09/2024 01:12:32 PM","05 BRONX","2031790004","BRONX","1,009,989","250,506","ONLINE","Unspecified","BRONX",,,,,,,,"40.85421849099","-73.90695828394","(40.85421849099145, -73.90695828393537)"
"62073630","08/09/2024 09:02:25 AM","08/09/2024 10:35:50 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10453","2058 JEROME AVENUE","JEROME AVENUE","EAST BURNSIDE AVENUE","EAST 181 STREET","EAST BURNSIDE AVENUE","EAST  181 STREET","ADDRESS","BRONX","JEROME AVENUE",,"Closed",,"The owner or manager of the property was sent an advisory to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","08/09/2024 10:35:50 AM","05 BRONX","2031790004","BRONX","1,009,989","250,506","ONLINE","Unspecified","BRONX",,,,,,,,"40.85421849099","-73.90695828394","(40.85421849099145, -73.90695828393537)"
"62073623","08/09/2024 07:42:20 AM","08/09/2024 09:06:11 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10309","151 MAGUIRE AVENUE","MAGUIRE AVENUE","FONDA PLACE","DRUMGOOLE ROAD EAST","FONDA PLACE","DRUMGOOLE ROAD EAST","ADDRESS","STATEN ISLAND","MAGUIRE AVENUE",,"Closed",,"An attempt was made to investigate the condition you reported but the inspector could not gain access to the site.","08/09/2024 09:06:11 AM","03 STATEN ISLAND","5069460001","STATEN ISLAND","925,604","132,127","ONLINE","Unspecified","STATEN ISLAND",,,,,,,,"40.52913957367","-74.21096352302","(40.529139573669845, -74.21096352301662)"
"62073622","08/09/2024 07:38:10 AM","08/09/2024 09:05:35 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10312","892 ARTHUR KILL ROAD","ARTHUR KILL ROAD","DRUMGOOLE ROAD WEST","LADD AVENUE","DRUMGOOLE ROAD WEST","LADD AVENUE","ADDRESS","STATEN ISLAND","ARTHUR KILL ROAD",,"Closed",,"An attempt was made to investigate the condition you reported but the inspector could not gain access to the site.","08/09/2024 09:05:35 AM","03 STATEN ISLAND",,"STATEN ISLAND","936,414","143,949","ONLINE","Unspecified","STATEN ISLAND",,,,,,,,"40.56165353686","-74.17216108978","(40.56165353685862, -74.17216108977752)"
"62058391","08/08/2024 02:28:51 PM","08/08/2024 03:50:10 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Loft Building","Loft Building - Common Areas","10128","226 EAST   87 STREET","EAST   87 STREET","3 AVENUE","2 AVENUE","3 AVENUE","2 AVENUE","ADDRESS","NEW YORK","EAST   87 STREET",,"Closed",,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","08/08/2024 03:50:10 PM","08 MANHATTAN","1015320036","MANHATTAN","997,452","223,091","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.77899966784","-73.95233113141","(40.77899966783703, -73.95233113141039)"
"62060322","08/08/2024 06:07:49 AM","08/08/2024 10:39:12 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11209","420 95 STREET","95 STREET","4 AVENUE","FORT HAMILTON PARKWAY","4 AVENUE","FORT HAMILTON PARKWAY","ADDRESS","BROOKLYN","95 STREET",,"Closed",,"The owner or manager of the property was sent an advisory to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","08/08/2024 10:39:12 AM","10 BROOKLYN","3061230028","BROOKLYN","975,735","163,498","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.61543657331","-74.03067003686","(40.615436573305786, -74.03067003686449)"
"62049682","08/07/2024 05:02:39 PM","08/08/2024 09:26:48 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11411","118-29 218 STREET","218 STREET","118 AVENUE","119 AVENUE","118 AVENUE","119 AVENUE","ADDRESS","CAMBRIA HEIGHTS","218 STREET",,"Closed",,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","08/08/2024 09:26:48 AM","13 QUEENS","4127550123","QUEENS","1,055,461","192,062","PHONE","Unspecified","QUEENS",,,,,,,,"40.69355609986","-73.74320539895","(40.693556099860466, -73.74320539894529)"
"62054962","08/07/2024 10:19:32 AM","08/07/2024 12:45:02 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10014","254 WEST   10 STREET","WEST   10 STREET","HUDSON STREET","GREENWICH STREET","HUDSON STREET","GREENWICH STREET","ADDRESS","NEW YORK","WEST   10 STREET",,"Closed",,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","08/07/2024 12:45:02 PM","02 MANHATTAN","1006307502","MANHATTAN","982,440","206,583","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.7336990902","-74.00653097942","(40.73369909020406, -74.00653097942298)"
"62051028","08/07/2024 08:24:55 AM","08/07/2024 12:35:06 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10019","355 WEST   49 STREET","WEST   49 STREET","8 AVENUE","9 AVENUE","8 AVENUE","9 AVENUE","ADDRESS","NEW YORK","WEST   49 STREET",,"Closed",,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","08/07/2024 12:35:06 PM","04 MANHATTAN",,"MANHATTAN","987,596","216,983","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.7622440261","-73.98792153448","(40.76224402609946, -73.98792153447732)"
"62052524","08/07/2024 07:29:45 AM","08/13/2024 09:00:00 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11370","25-26 75 STREET","75 STREET","25 AVENUE","30 AVENUE","25 AVENUE","30 AVENUE","ADDRESS","EAST ELMHURST","75 STREET",,"Closed",,"The Department of Health and Mental Hygiene has investigated the complaint and no violations were cited.","08/13/2024 09:00:00 AM","03 QUEENS","4010500002","QUEENS","1,013,837","216,938","ONLINE","Unspecified","QUEENS",,,,,,,,"40.76207163868","-73.89319643697","(40.76207163867983, -73.89319643697097)"
"62039348","08/06/2024 12:46:17 PM","08/06/2024 01:57:34 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10314","369 MANOR ROAD","MANOR ROAD","DRAKE AVENUE","KEIBER COURT","DRAKE AVENUE","KEIBER COURT","ADDRESS","STATEN ISLAND","MANOR ROAD",,"Closed",,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","08/06/2024 01:57:34 PM","01 STATEN ISLAND","5003390008","STATEN ISLAND","949,994","164,720","PHONE","Unspecified","STATEN ISLAND",,,,,,,,"40.61872857774","-74.12339224013","(40.618728577744655, -74.12339224012527)"
"62034869","08/06/2024 12:14:26 PM","08/06/2024 01:32:54 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10453","2058 JEROME AVENUE","JEROME AVENUE","EAST BURNSIDE AVENUE","EAST 181 STREET","EAST BURNSIDE AVENUE","EAST  181 STREET","ADDRESS","BRONX","JEROME AVENUE",,"Closed",,"The NYC Health Department (DOHMH) found a service request already exists for the same location. This request has been closed. DOHMH is addressing the original request.","08/06/2024 01:32:54 PM","05 BRONX","2031790004","BRONX","1,009,989","250,506","ONLINE","Unspecified","BRONX",,,,,,,,"40.85421849099","-73.90695828394","(40.85421849099145, -73.90695828393537)"
"62044948","08/06/2024 11:38:34 AM","08/06/2024 02:06:37 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10031","160 CONVENT AVENUE","CONVENT AVENUE","WEST 135 STREET","ST NICHOLAS TERRACE","WEST  135 STREET","ST NICHOLAS TERRACE","ADDRESS","NEW YORK","CONVENT AVENUE",,"Closed",,"The owner or manager of the property was sent an advisory to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","08/06/2024 02:06:37 PM","09 MANHATTAN","1019570200","MANHATTAN","998,028","237,736","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.8191953133","-73.95022130136","(40.81919531330129, -73.95022130135806)"
"62038148","08/06/2024 08:01:49 AM","08/06/2024 09:07:36 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11691","43-00 BEACH CHANNEL DRIVE","BEACH CHANNEL DRIVE","BEACH 43 STREET","BEACH 44 STREET","BEACH   43 STREET","BEACH   44 STREET","ADDRESS","FAR ROCKAWAY","BEACH CHANNEL DRIVE",,"Closed",,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","08/06/2024 09:07:36 AM","14 QUEENS","4159650115","QUEENS","1,046,759","156,398","ONLINE","Unspecified","QUEENS",,,,,,,,"40.59573218117","-73.77491607058","(40.59573218116537, -73.77491607058317)"
"62032264","08/05/2024 12:04:37 PM","08/05/2024 02:09:40 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10003","144 2 AVENUE","2 AVENUE","ST MARKS PLACE","EAST 9 STREET","ST MARKS PLACE","EAST    9 STREET","ADDRESS","NEW YORK","2 AVENUE",,"Closed",,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","08/05/2024 02:09:40 PM","03 MANHATTAN","1004500008","MANHATTAN","987,769","204,905","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.72909287676","-73.98730335468","(40.729092876756894, -73.98730335467506)"
"62008828","08/03/2024 06:43:06 PM","08/05/2024 09:54:22 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10001","165 WEST   25 STREET","WEST   25 STREET","AVENUE OF THE AMERICAS","7 AVENUE","AVENUE OF THE AMERICAS","7 AVENUE","ADDRESS","NEW YORK","WEST   25 STREET",,"Closed",,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","08/05/2024 09:54:22 AM","04 MANHATTAN","1008010001","MANHATTAN","986,027","210,671","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.74491964238","-73.99358701379","(40.74491964237918, -73.99358701378951)"
"61996934","08/02/2024 11:12:21 PM","08/05/2024 02:15:19 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11374","92-01 63 DRIVE","63 DRIVE","AUSTIN STREET","WETHEROLE STREET","AUSTIN STREET","WETHEROLE STREET","ADDRESS","REGO PARK","63 DRIVE",,"Closed",,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","08/05/2024 02:15:19 PM","06 QUEENS","4030940042","QUEENS","1,021,932","204,347","ONLINE","Unspecified","QUEENS",,,,,,,,"40.72748174074","-73.86404557757","(40.727481740736735, -73.8640455775659)"
"62004358","08/02/2024 11:34:32 AM","08/05/2024 12:31:40 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11204","1757 60 STREET","60 STREET","17 AVENUE","18 AVENUE","17 AVENUE","18 AVENUE","ADDRESS","BROOKLYN","60 STREET",,"Closed",,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","08/05/2024 12:31:40 PM","12 BROOKLYN","3055110055","BROOKLYN","987,511","166,119","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.62263416481","-73.98825299193","(40.622634164806925, -73.98825299193315)"
"61998067","08/02/2024 11:31:25 AM","08/02/2024 03:53:39 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11234","2142 RALPH AVENUE","RALPH AVENUE","AVENUE K","AVENUE L","AVENUE K","AVENUE L","ADDRESS","BROOKLYN","RALPH AVENUE",,"Closed",,"The NYC Health Department (DOHMH) found a service request already exists for the same location. This request has been closed. DOHMH is addressing the original request.","08/02/2024 03:53:39 PM","18 BROOKLYN","3078390058","BROOKLYN","1,007,042","167,146","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.62542434604","-73.91789357896","(40.62542434603786, -73.91789357895692)"
"61998066","08/02/2024 11:15:07 AM","08/02/2024 05:12:29 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11234","2142 RALPH AVENUE","RALPH AVENUE","AVENUE K","AVENUE L","AVENUE K","AVENUE L","ADDRESS","BROOKLYN","RALPH AVENUE",,"Closed",,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","08/02/2024 05:12:29 PM","18 BROOKLYN","3078390058","BROOKLYN","1,007,042","167,146","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.62542434604","-73.91789357896","(40.62542434603786, -73.91789357895692)"
"61991794","08/01/2024 05:54:54 PM","08/02/2024 09:07:40 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11220","837 59 STREET","59 STREET","8 AVENUE","9 AVENUE","8 AVENUE","9 AVENUE","ADDRESS","BROOKLYN","59 STREET",,"Closed",,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","08/02/2024 09:07:40 AM","12 BROOKLYN","3057000062","BROOKLYN","982,016","170,821","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.63554048206","-74.00804903141","(40.635540482058, -74.00804903140799)"
"61967466","07/31/2024 12:25:24 AM","07/31/2024 08:33:21 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10036","140 WEST   44 STREET","WEST   44 STREET","AVENUE OF THE AMERICAS","BROADWAY","AVENUE OF THE AMERICAS","BROADWAY","ADDRESS","NEW YORK","WEST   44 STREET",,"Closed",,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","07/31/2024 08:33:21 AM","05 MANHATTAN","1009960050","MANHATTAN","988,591","214,934","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.75661961332","-73.98433108438","(40.75661961332182, -73.98433108437516)"
"61960543","07/29/2024 10:04:16 AM","07/29/2024 12:32:32 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11106","36-05 29 STREET","29 STREET","36 AVENUE","37 AVENUE","36 AVENUE","37 AVENUE","ADDRESS","ASTORIA","29 STREET",,"Closed",,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","07/29/2024 12:32:32 PM","01 QUEENS","4003420018","QUEENS","1,003,211","215,101","PHONE","Unspecified","QUEENS",,,,,,,,"40.75705872049","-73.93155948023","(40.757058720490406, -73.93155948022665)"
"61959442","07/29/2024 10:02:48 AM","07/29/2024 12:35:39 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11106","36-08 29 STREET","29 STREET","36 AVENUE","37 AVENUE","36 AVENUE","37 AVENUE","ADDRESS","ASTORIA","29 STREET",,"Closed",,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","07/29/2024 12:35:39 PM","01 QUEENS","4003430024","QUEENS","1,003,196","215,089","PHONE","Unspecified","QUEENS",,,,,,,,"40.75702581572","-73.93161365715","(40.75702581571652, -73.93161365714506)"
"61956796","07/29/2024 10:00:12 AM","07/29/2024 11:05:52 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11106","36-16 29 STREET","29 STREET","36 AVENUE","37 AVENUE","36 AVENUE","37 AVENUE","ADDRESS","ASTORIA","29 STREET",,"Closed",,"The NYC Health Department (DOHMH) found a service request already exists for the same location. This request has been closed. DOHMH is addressing the original request.","07/29/2024 11:05:52 AM","01 QUEENS","4003430030","QUEENS","1,003,177","215,057","PHONE","Unspecified","QUEENS",,,,,,,,"40.7569380246","-73.93168232846","(40.756938024598846, -73.93168232845858)"
"61963331","07/29/2024 09:56:52 AM","07/29/2024 12:38:07 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11106","36-16 29 STREET","29 STREET","36 AVENUE","37 AVENUE","36 AVENUE","37 AVENUE","ADDRESS","ASTORIA","29 STREET",,"Closed",,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","07/29/2024 12:38:07 PM","01 QUEENS","4003430030","QUEENS","1,003,177","215,057","PHONE","Unspecified","QUEENS",,,,,,,,"40.7569380246","-73.93168232846","(40.756938024598846, -73.93168232845858)"
"61928375","07/26/2024 03:49:57 PM","07/29/2024 08:58:29 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10075","1157 LEXINGTON AVENUE","LEXINGTON AVENUE","EAST 79 STREET","EAST 80 STREET","EAST   79 STREET","EAST   80 STREET","ADDRESS","NEW YORK","LEXINGTON AVENUE",,"Closed",,"The owner or manager of the property was sent an advisory to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","07/29/2024 08:58:29 AM","08 MANHATTAN","1015080053","MANHATTAN","995,722","221,770","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.7753762858","-73.95857995014","(40.775376285797776, -73.95857995013927)"
"61906511","07/24/2024 12:27:39 PM","07/25/2024 09:47:39 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11214","8501 NEW UTRECHT AVENUE","NEW UTRECHT AVENUE","85 STREET","86 STREET","85 STREET","86 STREET","ADDRESS","BROOKLYN","NEW UTRECHT AVENUE",,"Closed",,"The owner or manager of the property was sent an advisory to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","07/25/2024 09:47:39 AM","11 BROOKLYN","3063440014","BROOKLYN","983,782","160,612","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.60751917635","-74.00168548147","(40.60751917634516, -74.00168548147049)"
"61878425","07/22/2024 05:32:02 PM","07/24/2024 01:15:00 PM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","11691","41-05 BEACH CHANNEL DRIVE","BEACH CHANNEL DRIVE","BEACH 41 STREET","BEACH 42 STREET","BEACH   41 STREET","BEACH   42 STREET","ADDRESS","FAR ROCKAWAY","BEACH CHANNEL DRIVE",,"Closed",,"The Department of Health and Mental Hygiene has investigated the complaint and no violations were cited.","07/24/2024 01:15:00 PM","14 QUEENS","4158310032","QUEENS","1,047,268","156,419","ONLINE","Unspecified","QUEENS",,,,,,,,"40.59578621723","-73.77308306327","(40.59578621722864, -73.77308306327124)"
"61890450","07/22/2024 03:21:41 PM","07/23/2024 11:10:38 AM","DOHMH","Department of Health and Mental Hygiene","Mold","Public Complaint - Comm Location","Commercial Building","10462","1441 METROPOLITAN AVENUE","METROPOLITAN AVENUE","PARKCHESTER ROAD","YANKEE MALL","PARKCHESTER ROAD","YANKEE MALL","ADDRESS","BRONX","METROPOLITAN AVENUE",,"Closed",,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.","07/23/2024 11:10:38 AM","09 BRONX","2039377501","BRONX","1,022,720","244,006","PHONE","Unspecified","BRONX",,,,,,,,"40.83633162866","-73.86097543292","(40.836331628655124, -73.86097543292274)"
